FundingSource,ID,Crop_ICP_Run,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As_Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Cd_Tot_Aqu,Co_CaCl,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_CaCl,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_CaCl,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CaCl,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CaCl,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_CaCl,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_CaCl,Mo_Sol_Ca,Mo_Tot_Aqu,N_tot,Na_CaCl,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni_CaCl,Ni_DTPA,Ni_Sol_Ca,Ni_Tot_Aqu,NOPC,P_CaCl,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_CaCl,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_CaCl,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti_Tot_Aqu,U_Sol_Ca,Zn_CaCl,Zn_DTPA,Zn_E,Zn_FIA,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
BMGF,ETH1260,3,7.8754958418628,39.6231284903293,2387.28357,8,28/12/2018,28/12/2018,Teff,Field stack,Close pair,0.01842,315.68364,0.06591,NA,16.41932,NA,1907.68108,NA,0.50340,3.31860,0.01307,6.21061,382.17527,5098.14083,NA,2074.69243,58.56816,0.33611,2.68714,4367.72868,0.15182,2.25862,2428.45063,0.04511,6.92563,NA,0.00516,1.14041,29.42500,2166.90125,0.06747,44609.52829,4.46856,6.46000,0.00000,2.19000,2.19000,28.38433,7419.38137,0.01919,0.00022,0.15676,NA,0.17640,0.00038,44.05200,65.96382,NA,2.72197,0.01210,26.43918,35.27837,NA,39.96769,6840.49417,0.05631,54780.74384,NA,1.01302,208.06737,5458.37657,NA,6.71785,320.11777,4567.40120,NA,59.01430,2913.99346,0.06738,3155.83129,NA,0.00064,0.54503,0.18300,NA,0.39215,77.79097,214.24533,NA,3.69869,0.08019,68.17418,NA,NA,22.01549,319.38009,0.33669,457.44381,0.67614,0.00247,19.98491,157.20194,5.77,6.57,6.27984,NA,206.97183,2.00798,143.04546,3.23227,NA,796.67492,7.62052,0.90629,1356.53620,0.00005,NA,1.57705,8.74504,NA,3.25296,0.03707,96.10511
BMGF,ETH1261,3,7.8933553053422,39.6258853441382,2424.68207,6,28/12/2018,28/12/2018,Teff,Field stack,Close pair,NA,173.38214,0.02773,NA,21.93235,NA,1896.10782,NA,0.17451,2.06787,0.00605,6.23817,237.47715,3759.79885,NA,1756.01378,108.87690,0.27848,3.76647,2483.97212,0.08286,1.97012,2550.63337,0.21421,6.70417,NA,0.00173,0.65540,24.54677,2105.78169,0.05843,45801.98724,3.38431,8.61795,0.00000,3.29500,3.29500,24.90112,6386.08916,0.01513,0.00074,0.12386,NA,0.52439,0.00287,34.19083,67.97189,NA,3.23878,0.00905,25.76428,36.46660,NA,76.83678,8360.97522,0.02268,53085.11453,NA,0.70094,145.34556,4656.26187,NA,7.15442,329.87681,4560.19410,NA,77.04028,1878.15361,0.71110,2148.96477,NA,0.00018,0.15927,0.25540,NA,0.56518,111.35863,266.42915,NA,4.44183,0.32359,60.48685,NA,NA,2.60600,19.47545,0.05530,148.83587,0.72050,0.00020,19.13757,174.97530,5.17,5.94,7.26777,NA,255.75094,3.63197,215.36073,3.05753,NA,768.51632,6.56145,0.82307,1112.19989,0.00004,NA,0.86112,2.92213,NA,2.78070,0.03601,95.00600
BMGF,ETH1262,5,9.3622347101614,41.9122276492395,2047.01253,4,25/12/2018,09/01/2019,Maize,Field stack,Main,NA,2.98728,NA,NA,NA,NA,121.30826,NA,NA,NA,NA,2.95912,23.85116,5328.73101,NA,1410.72073,7.36474,0.26131,NA,3863.30975,NA,1.20486,1938.60632,0.02037,0.22992,NA,NA,0.12870,25.72678,2249.88333,0.04033,30581.12550,5.47545,1.12917,0.15880,2.40520,2.56400,23.27687,14701.96474,0.02970,0.00011,0.13016,NA,0.14156,0.00119,16.26349,46.53910,NA,1.52130,0.01362,27.16249,26.85956,NA,8.39848,1930.40624,0.01551,38147.65777,NA,0.37842,71.62178,4885.60266,NA,2.14648,131.04364,5225.46823,NA,21.48467,724.55715,0.00287,952.56913,NA,0.00352,0.65754,0.19810,NA,0.06151,11.36465,100.59983,NA,1.30417,0.01129,49.35422,NA,NA,32.62400,1696.42777,1.12137,2557.37308,0.94582,0.00045,23.25070,152.79645,7.21,8.14,1.29594,NA,299.72776,4.47472,298.16796,15.75048,NA,683.14364,6.74003,0.71937,795.93245,0.00089,NA,1.12444,10.11586,NA,4.18014,0.00321,77.43614
BMGF,ETH1263,4,6.7783243447924,38.8003969940067,2584.24447,4,04/01/2019,04/01/2019,Barley,Standing crop,Close pair,NA,23.18525,NA,NA,2.84502,NA,232.93960,NA,0.01040,0.28162,NA,5.80355,42.88480,5484.38961,NA,1145.71975,17.71489,0.02211,NA,3024.67914,0.03428,12.14099,1996.10770,0.02004,1.23819,NA,NA,0.05528,29.45782,4431.38711,5.03186,61753.83629,3.28672,17.42475,0.00000,4.64100,4.64100,4.30820,1190.00309,0.03960,0.01621,0.26344,NA,0.18242,0.09599,10.92824,27.24474,NA,1.58661,0.01096,10.82403,7.39878,NA,126.56701,12112.88330,0.06938,48185.06207,NA,0.47464,161.22932,1916.01987,NA,1.15655,91.66402,2055.45986,NA,131.76541,1674.78425,157.69161,1891.66158,NA,0.00014,2.08964,0.44350,NA,0.07127,9.19013,116.29418,NA,0.68791,0.13701,29.29569,NA,NA,6.71000,328.40815,0.47034,427.91215,0.84459,0.00126,21.86378,389.79738,4.43,4.76,21.27282,NA,654.32534,7.88016,480.93888,16.45453,NA,1162.07877,9.53535,0.84378,1875.08701,0.00064,NA,4.94532,11.04973,NA,1.55731,1.62183,124.70624
BMGF,ETH1264,3,7.9428978461890,39.6008326934056,2511.98096,8,28/12/2018,28/12/2018,Teff,Standing crop,Main,NA,103.11847,0.02670,NA,12.78140,NA,1578.17307,NA,0.16326,1.27777,0.00293,5.31944,141.23213,5211.89502,NA,1960.70740,67.24121,0.08362,5.03819,4184.69230,0.05509,3.16148,2089.62859,0.09710,4.74363,NA,NA,0.48995,24.98615,1847.43564,0.02361,42149.84978,4.13897,6.57328,0.00000,1.52700,1.52700,22.74554,5894.38508,0.01312,0.00044,0.16890,NA,0.25217,0.00061,65.55617,57.68199,NA,2.64433,0.00727,25.33237,30.28517,NA,38.99292,7215.71134,0.01271,54183.07498,NA,0.68325,144.62823,4789.98343,NA,5.00689,249.38753,3863.95712,NA,58.20645,4517.28068,0.92761,5089.92893,NA,0.00016,0.29264,0.11990,NA,0.35796,68.81768,217.56525,NA,4.01706,0.27866,78.61645,NA,NA,7.31765,51.02917,0.04958,157.26072,0.36017,0.00013,24.19458,139.29124,5.45,6.09,3.27536,NA,137.37881,1.45957,60.59431,1.37425,NA,760.05024,5.89160,0.83940,1386.72203,0.00003,NA,0.39792,2.36156,NA,2.93335,0.01954,85.42591
BMGF,ETH1266,4,6.7772606161702,38.7978844750412,2576.98472,4,04/01/2019,04/01/2019,Barley,Standing crop,Close pair,0.01230,24.54008,NA,NA,1.66851,NA,215.30769,NA,0.01693,0.43263,NA,4.25550,39.94125,4437.01598,0.04902,1030.56303,22.29439,0.04409,NA,2875.13581,0.05352,8.77696,2150.56867,0.00631,1.02446,NA,NA,0.06947,23.94897,4868.39386,32.16709,50373.00697,3.42691,13.79308,0.00000,4.61400,4.61400,2.04465,657.63020,0.01841,0.01703,0.23500,NA,0.35677,0.40267,14.50963,40.48903,NA,1.07000,0.01234,11.59193,5.52656,NA,109.17568,11744.16398,0.12403,48702.00980,NA,0.36199,137.56640,1989.21501,NA,0.45956,39.98709,2150.97458,NA,67.74971,1061.16183,117.43527,1269.11250,NA,0.00005,2.20120,0.39250,NA,0.06797,9.85955,117.57934,NA,0.44052,0.20101,34.74038,NA,NA,6.37000,244.84853,0.30468,329.37147,0.80232,0.00589,21.10736,660.58102,4.17,4.57,39.48277,NA,561.70306,6.42910,448.01194,17.57175,NA,1228.44186,7.26405,0.84876,1889.53880,0.00132,NA,1.87416,7.16716,NA,1.44669,1.27429,127.64701
BMGF,ETH1267,5,9.4206433775812,41.6254114817343,2139.71793,4,26/12/2018,09/01/2019,Sorghum,Field stack,Main,0.00774,7.46238,0.05603,NA,0.22341,NA,166.08689,NA,0.48409,37.28814,0.00503,1.45688,166.47621,5490.91440,NA,1293.53159,10.06232,0.38199,NA,2985.73709,NA,7.12403,926.41968,0.10760,0.41890,NA,NA,0.30114,15.08089,2693.92657,0.03086,44472.28912,3.00040,2.97932,0.01490,1.43410,1.44900,32.88143,8453.14383,0.02898,0.00010,0.14496,NA,0.08963,0.00035,26.53992,65.15245,NA,1.48459,0.00803,29.88128,39.03137,NA,11.83871,3703.68591,0.01217,55040.65814,NA,0.34177,46.62409,3182.14290,NA,3.68574,161.67016,8048.92839,NA,17.16654,1000.95786,0.00146,1237.74417,NA,0.00069,0.15838,0.10770,NA,0.06171,10.55508,123.47648,NA,1.21089,0.01048,65.56411,NA,NA,2.70206,166.47300,0.05810,431.34316,0.21229,0.00008,7.58402,145.75642,7.08,7.75,0.92623,NA,104.59551,2.22910,102.66517,12.22258,NA,454.30699,2.74615,0.53018,1344.98408,0.00061,NA,0.26671,7.40163,NA,4.16637,0.00210,74.42879
BMGF,ETH1268,4,8.0198149071690,39.5637574858130,2642.88888,8,28/12/2018,28/12/2018,Teff,Standing crop,Close pair,NA,216.44500,0.02654,NA,18.00599,NA,1902.95815,0.01626,0.13192,2.95582,0.01298,7.56168,229.32852,5168.45155,0.07942,2147.72383,186.34117,0.11175,3.92103,4274.69515,0.07616,6.51571,2339.73216,0.00878,8.51007,NA,0.00534,0.49462,30.61995,2089.89957,0.24479,37973.16669,2.72299,9.26060,0.00000,5.38000,5.38000,21.34730,5927.09486,0.04022,0.00160,0.13767,NA,0.67087,0.00490,17.83585,57.28008,NA,3.10409,0.01014,24.45236,31.33565,NA,184.90701,9043.07819,0.05018,39748.02889,NA,0.37839,81.23934,3233.56415,NA,6.17967,341.77737,3434.43164,NA,124.34987,1062.66098,1.76136,1260.83555,NA,0.00032,0.48770,0.43500,NA,0.32465,66.89003,235.60124,NA,5.41950,0.34697,43.06420,NA,NA,6.56712,181.29866,0.12899,358.37583,0.76340,0.00024,15.26227,154.50508,4.91,5.63,9.55821,NA,450.39529,5.43518,421.82938,2.82953,NA,731.68130,6.08369,0.85295,1260.67978,0.00009,NA,2.42700,4.56432,NA,2.37296,0.14620,89.06720
BMGF,ETH1269,5,9.4317673563454,41.5419418719731,1937.41977,4,26/12/2018,09/01/2019,Sorghum,Field stack,Main,NA,6.94106,NA,NA,0.22801,NA,123.80237,NA,NA,NA,0.01287,1.77028,36.61454,4044.26355,NA,1799.07385,13.42457,0.29829,NA,3902.26569,NA,10.53222,1696.30899,0.49162,0.34294,NA,NA,0.12844,27.94642,1912.66341,0.02767,36178.84017,1.64608,4.92573,0.02680,2.22920,2.25600,23.86198,9030.79660,0.02226,0.00011,0.10321,NA,0.25490,0.00173,23.03054,89.07670,NA,1.45962,0.01589,29.19769,31.69547,NA,13.00486,3223.74312,0.01748,58860.83538,NA,2.28224,469.26447,5519.30944,NA,4.32041,218.72566,5389.73944,NA,42.42268,614.58456,0.00347,819.57024,NA,0.00834,0.51299,0.19560,NA,0.07928,13.98128,104.12722,NA,1.69625,0.01826,68.66937,NA,NA,82.16908,1656.93592,5.61479,1954.41251,0.18988,0.00021,5.27837,165.06164,6.96,7.80,1.79789,NA,208.30739,6.41683,201.77967,11.65218,NA,697.89553,6.75591,0.73174,1666.14684,0.00029,NA,2.55026,11.23066,NA,4.05592,0.00521,104.22242
BMGF,ETH1270,4,6.8909592257009,38.8540755234636,2566.01362,4,04/01/2019,04/01/2019,Wheat,Field stack,Main,NA,6.32931,NA,NA,9.10070,NA,375.80610,0.01275,0.01739,0.79902,NA,5.78184,46.20746,4348.93673,NA,1181.24989,67.81911,0.19027,2.04243,2770.45738,NA,5.36415,1787.71936,0.01298,2.13741,NA,NA,0.03813,65.79545,1762.40458,0.76310,23426.64384,2.53778,14.40833,0.00000,4.53300,4.53300,6.80536,1943.29044,0.04881,0.00529,0.16130,NA,0.24318,0.00266,11.02694,29.35269,NA,1.60178,0.01326,8.04573,11.19310,NA,191.15591,9913.70016,0.06974,29814.05989,NA,0.71722,254.68553,2448.85244,NA,1.76905,134.61303,1807.34289,NA,102.34605,1316.92721,7.88450,1474.22649,NA,0.00015,1.39916,0.38340,NA,0.06352,8.59181,145.51041,NA,3.17605,0.30907,23.18002,NA,NA,12.23000,304.07298,0.43208,262.62148,0.55700,0.00026,14.89579,144.75152,4.74,5.24,20.04243,NA,573.63531,9.38712,380.36692,13.53321,NA,874.66397,6.87222,0.52531,1390.55160,0.00030,NA,11.92181,17.39879,NA,1.74839,1.80449,106.86009
BMGF,ETH1271,3,8.0216916071005,39.5037273579872,3064.20781,8,28/12/2018,28/12/2018,Barley,Standing crop,Main,NA,15.35017,NA,NA,4.95349,NA,448.28175,NA,0.01961,0.67489,NA,7.95516,55.31986,6333.21658,NA,1615.41367,18.00654,0.23970,3.30149,5205.64966,NA,7.30543,2038.77443,0.04513,2.47778,NA,NA,0.24248,43.34502,1596.17071,0.23862,24807.96998,2.17817,8.57449,0.00000,2.58000,2.58000,16.84042,3292.33147,0.06849,0.00146,0.10896,NA,0.28753,0.00277,13.44167,48.13876,NA,1.14858,0.00899,15.76249,20.03542,NA,158.78540,6596.33403,0.04807,29051.01757,NA,0.27296,81.67703,2381.27807,NA,1.89766,144.95616,2301.15161,NA,86.10535,917.48128,1.14771,1075.49737,NA,0.00033,0.35110,0.21200,NA,0.13952,27.37222,158.90249,NA,2.25172,0.05584,27.81551,NA,NA,33.79461,101.03093,0.45210,182.38759,0.22202,0.00013,14.94387,235.67727,5.06,5.61,5.20494,NA,562.85297,4.31969,179.90403,3.86904,NA,1214.79094,7.65296,0.69554,1644.77518,0.00008,NA,7.19889,12.87922,NA,2.62944,0.22918,52.36607
BMGF,ETH1272,5,9.1948828500264,41.5751564776417,2211.67674,4,26/12/2018,09/01/2019,Maize,Field stack,Main,NA,10.50004,NA,NA,NA,NA,82.08060,NA,NA,1.55626,0.00343,1.89232,25.31285,3439.72345,NA,1015.09868,4.53057,0.38230,NA,2630.13520,NA,2.02956,1360.28981,NA,0.10211,NA,NA,0.14407,19.01920,4852.41877,0.03670,79059.52735,9.54976,2.64053,0.00000,3.95500,3.95500,23.32589,5382.00405,0.03994,0.00028,0.15311,NA,1.67421,0.00220,37.98436,148.25028,NA,2.58872,0.01210,42.65262,30.46171,NA,23.84353,6457.93514,0.01397,87240.36002,NA,0.33591,57.52753,3350.25083,NA,4.57751,239.79860,3826.11698,NA,138.21162,720.49667,0.01863,1075.12824,NA,0.00031,2.94800,0.27810,NA,0.07610,13.09216,90.56056,NA,1.57820,0.01906,132.58911,NA,NA,8.88135,220.66713,0.12788,521.69261,0.34648,0.00011,16.11278,263.95075,5.97,6.33,8.44928,NA,294.56656,6.95668,297.73053,12.91562,NA,1378.20268,4.38835,1.19679,1578.06515,0.00005,NA,2.00667,6.17354,NA,3.62764,0.00838,78.24792
BMGF,ETH1273,3,8.0258448659173,39.6325656493742,2558.91295,8,29/12/2018,29/12/2018,Wheat,Field stack,Main,0.02948,11.71771,NA,NA,6.46973,NA,414.67669,NA,0.02371,0.67088,NA,5.18061,48.17986,4741.19949,NA,1215.35854,39.68045,0.21132,2.72458,3311.65633,NA,1.29321,1851.57644,0.02664,1.97596,NA,NA,0.23467,29.81576,1807.11455,0.02237,46810.31707,4.01586,7.43797,0.00000,2.60000,2.60000,26.47111,7336.81116,0.02080,0.00028,0.14811,NA,0.29920,0.00092,45.00066,70.80167,NA,3.27246,0.01476,29.66338,37.15622,NA,51.28154,6315.37110,0.02377,53080.83025,NA,1.40151,294.65017,5983.40987,NA,6.77095,314.91052,4417.37444,NA,83.65157,2746.82310,0.09280,2999.38529,NA,0.00038,0.35437,0.20500,NA,0.22895,43.25917,158.26579,NA,4.59589,0.13129,67.23582,NA,NA,18.82574,212.30987,0.27737,316.13458,0.71655,0.00015,20.89273,132.36172,5.55,6.15,8.66066,NA,222.48931,2.93375,187.20986,3.01972,NA,727.74128,7.36461,0.85866,1220.97968,0.00006,NA,1.35638,4.90798,NA,3.13713,0.02682,95.68803
BMGF,ETH1275,5,9.0408298511833,41.4974144204565,1904.87260,4,27/12/2018,09/01/2019,Sorghum,Field stack,Main,NA,12.80338,NA,NA,0.16504,NA,157.50946,NA,NA,NA,0.00150,1.61540,27.58129,4335.08121,NA,1379.48344,11.93302,0.96614,NA,3222.28266,NA,2.64209,1703.08209,0.52196,0.18226,NA,NA,0.13202,17.82173,3711.06505,0.02823,66146.24568,7.51740,0.90828,0.01600,3.69200,3.70800,32.59150,8580.80985,0.04575,0.00008,0.18033,NA,0.61466,0.00094,32.01258,109.00735,NA,1.77482,0.00902,39.62959,38.31747,NA,11.24360,3649.02784,0.01296,71732.75704,NA,0.65404,101.80064,5578.53839,NA,2.87628,136.26798,4335.64195,NA,73.18794,861.44353,0.00184,1190.00395,NA,0.00178,1.03703,0.27190,NA,0.05046,8.26019,80.69119,NA,1.88699,0.00972,94.77956,NA,NA,4.80612,155.03130,0.09536,375.18617,0.32706,0.00015,13.35340,181.45764,6.64,7.29,2.58690,NA,319.65287,5.34318,317.91793,16.77042,NA,1212.14184,5.24332,1.09823,1025.21653,0.00110,NA,0.69571,10.16739,NA,4.35999,0.00165,59.92160
BMGF,ETH1276,3,8.2210032224746,39.7815629813965,2683.76930,8,29/12/2018,29/12/2018,Barley,Field stack,Main,NA,40.05698,NA,NA,6.45345,NA,444.65342,NA,0.03532,0.63567,NA,5.95388,75.58452,5356.12387,NA,1411.45503,14.34509,0.06106,3.83780,3782.76488,NA,5.56111,1836.80862,NA,2.23671,NA,NA,0.28554,26.87182,4934.84538,0.56737,42450.23418,3.73613,9.65861,0.00000,4.75000,4.75000,11.51439,5359.87398,0.02059,0.00296,0.19913,NA,0.29489,0.09954,24.37817,59.36294,NA,2.29844,0.00954,23.92143,14.44126,NA,213.53382,17577.88003,0.04316,66908.12897,NA,0.20661,52.34415,3082.75944,NA,2.76941,193.33313,4435.53773,NA,47.48238,2084.94512,40.48099,2444.76562,NA,0.00017,1.76545,0.42600,NA,0.16689,32.12188,192.10512,NA,2.58312,0.37747,50.93881,NA,NA,5.44133,1482.78192,0.09795,1528.11108,1.21663,0.00054,14.59614,136.09341,4.91,5.37,5.53075,NA,245.61334,3.81728,394.27175,3.65686,NA,690.14258,6.84602,0.94301,3094.89034,0.00009,NA,1.19703,2.11540,NA,1.75863,0.24590,144.57592
BMGF,ETH1278,5,9.1313506780927,41.4942136702543,2216.93307,4,27/12/2018,09/01/2019,Maize,Field stack,Close pair,NA,3.80609,0.04382,NA,NA,NA,116.18129,NA,0.58925,45.25005,0.01647,2.21235,194.58973,3001.96721,NA,1009.68643,7.35230,0.40678,NA,2734.59771,NA,4.15168,1600.11344,0.31078,0.12321,NA,NA,0.32831,18.84483,4306.42048,0.03209,71163.62538,9.08973,1.23796,0.02330,5.15070,5.17400,35.06975,10153.10097,0.10421,0.00024,0.30146,NA,1.11565,0.01552,44.50412,134.21313,NA,2.21601,0.01663,45.76597,41.83288,NA,16.68353,4803.08484,0.01590,82502.09713,NA,0.57556,99.99492,3264.87179,NA,4.37987,212.90613,4675.27608,NA,121.81648,1118.25011,0.00353,1530.95827,NA,0.00231,2.63047,0.41830,NA,0.14793,25.57213,146.19942,NA,3.47935,0.02711,137.56784,NA,NA,22.32518,335.88901,0.37563,643.01250,0.45781,0.00010,16.62428,248.92796,6.57,7.17,4.09814,NA,488.51137,21.98942,450.49616,19.24259,NA,1988.12953,11.11490,1.46756,1427.69858,0.00278,NA,3.61364,12.32088,NA,4.17485,0.00409,83.57237
BMGF,ETH1279,3,8.1908001166148,39.7297277919114,2669.63037,8,29/12/2018,29/12/2018,Barley,Field stack,Main,NA,38.35013,NA,NA,5.80250,NA,378.12230,NA,0.03022,0.75772,NA,8.25302,68.61423,4401.13451,NA,1412.76058,18.40509,NA,NA,3660.68358,NA,6.72053,1977.30496,NA,1.91721,NA,NA,0.30820,30.87869,2189.44252,1.27362,36561.33164,1.96220,15.92934,0.00000,3.86000,3.86000,15.61976,4087.90608,0.02426,0.00399,0.09825,NA,0.54159,0.22077,12.78004,57.72806,NA,2.96459,0.01059,23.33136,21.71393,NA,231.64398,8687.35257,0.06487,36232.28103,NA,0.27892,59.64519,2346.91147,NA,4.27851,256.79162,2729.91199,NA,68.98349,589.70525,51.23059,758.32286,NA,0.00025,0.39827,0.30800,NA,0.21871,41.05630,186.42244,NA,3.46465,0.61026,35.47798,NA,NA,7.31765,178.83336,0.12002,311.36310,0.99191,0.00086,14.93099,216.26954,4.67,5.11,7.50513,NA,329.07644,5.94730,266.98536,4.10733,NA,791.19641,7.41816,0.73639,1152.35263,0.00010,NA,1.77474,3.25924,NA,1.71150,0.41642,67.95987
BMGF,ETH1280,4,6.7442641203731,39.0378358753865,2781.38344,4,07/01/2019,07/01/2019,Barley,Standing crop,Main,NA,12.90120,NA,NA,3.06933,NA,349.19898,NA,0.01408,0.47367,0.00780,11.90316,39.29547,5035.81832,NA,1228.79518,15.64151,0.09544,NA,3081.76531,NA,21.14672,2182.84682,0.01945,1.95966,NA,NA,0.05561,39.65071,7720.44767,2.76890,67939.59111,3.71667,41.82828,0.00000,5.61000,5.61000,7.52948,2216.82729,0.02583,0.00639,0.19875,NA,0.27261,0.14518,31.79788,70.34614,NA,1.05093,0.00724,19.25034,10.45908,NA,68.17091,19807.95431,0.03281,78801.18473,NA,0.13396,51.83354,2504.94349,NA,1.05986,82.13943,3792.08508,NA,51.21866,1845.74403,66.23163,2283.92944,NA,0.00005,0.67695,0.52310,NA,0.15816,28.96044,140.68823,NA,1.00598,0.11531,56.23180,NA,NA,2.35000,267.97789,0.20161,388.30909,0.45551,0.00081,19.80965,685.11850,4.71,5.11,29.53221,NA,673.67790,4.41964,539.26143,18.90612,NA,1729.04319,8.44300,0.75776,2758.01514,0.00024,NA,1.39067,4.46567,NA,2.05125,0.24863,125.45304
BMGF,ETH1281,5,9.1332210580643,41.4946831093350,2212.43005,4,27/12/2018,09/01/2019,Maize,Field stack,Close pair,NA,3.74232,NA,NA,NA,NA,65.61789,NA,0.07725,6.15972,NA,1.23784,34.00154,3049.38632,NA,780.87744,3.60319,0.46444,NA,2175.84261,NA,1.57760,1246.73134,0.01597,0.11203,NA,NA,0.13967,14.17593,5516.44141,0.03797,86111.43115,9.43688,2.05341,0.00000,4.19800,4.19800,23.04628,5449.82065,0.02659,0.00010,0.12771,NA,1.87409,0.00286,41.72408,151.73658,NA,2.06380,0.01414,40.10130,31.00019,NA,19.69900,6570.94472,0.01884,89601.16991,NA,1.11669,225.69641,4058.48222,NA,5.13088,286.41929,4126.37786,NA,93.26245,447.56283,0.00584,776.49548,NA,0.00262,1.27616,0.31890,NA,0.06738,11.75239,98.50390,NA,1.14269,0.01101,138.60941,NA,NA,17.54122,250.17623,0.21267,564.59309,0.51159,0.00011,18.14004,503.36416,6.37,6.92,7.49365,NA,355.27533,10.01827,334.04542,17.36132,NA,1618.03900,6.46019,1.21866,1378.98901,0.00026,NA,3.81510,13.83785,NA,4.07698,0.00659,67.97722
BMGF,ETH1282,3,8.0736349846273,39.7363414383184,2542.37472,8,29/12/2018,29/12/2018,Teff,Standing crop,Main,NA,57.49538,NA,NA,11.50639,NA,1598.95402,NA,0.16557,1.19544,NA,6.48823,101.58059,5146.77807,NA,2053.58233,84.37270,0.14173,3.37814,4398.62594,NA,1.69933,2313.97545,NA,4.80082,NA,NA,0.37763,31.10928,1565.12060,0.03309,36896.31451,4.57829,7.94906,0.00000,3.44000,3.44000,22.87145,6247.86362,0.02613,0.00042,0.13370,NA,0.43328,0.00201,45.06825,60.22497,NA,3.56218,0.01374,28.38843,31.53256,NA,77.77377,6604.71089,0.02884,44948.50409,NA,1.18474,247.26016,5595.73007,NA,5.68875,281.20715,3854.89166,NA,105.71494,3228.32817,0.27398,3392.03810,NA,0.00029,0.77760,0.29300,NA,0.19724,37.60309,146.29166,NA,6.13673,0.18813,67.23987,NA,NA,20.57698,408.78990,0.34217,485.87991,0.73667,0.00014,19.51062,111.87051,5.32,5.98,6.94226,NA,320.61612,3.07281,288.97857,2.66426,NA,581.49913,5.19264,0.70915,1098.97128,0.00004,NA,1.11296,5.04645,NA,3.12405,0.02695,82.06403
BMGF,ETH1283,5,9.2073372116086,41.4372421143565,1557.22326,4,29/12/2018,09/01/2019,Sorghum,Store,Main,NA,19.99095,NA,NA,0.33019,NA,244.85029,NA,0.04577,3.24315,0.00281,2.12117,44.21441,4740.84222,NA,1360.26600,14.28373,0.58561,NA,3177.25035,NA,2.49737,1406.00315,0.17855,0.88286,NA,0.00040,0.19205,15.36495,1842.38988,0.03579,20171.97138,2.15778,1.81534,1.65950,2.50050,4.16000,18.51745,48013.88795,0.02489,0.00012,0.10330,NA,0.16273,0.00267,9.41531,30.29505,NA,0.52057,0.01245,11.81067,21.68178,NA,7.71574,1442.42628,0.01832,24624.00864,NA,0.76594,184.05451,3863.63437,NA,2.42980,174.30610,9589.69544,NA,23.83587,362.49642,0.00277,559.03417,NA,0.00235,0.55682,0.24480,NA,0.03546,5.67568,74.75714,NA,0.81206,0.01303,26.55050,NA,NA,23.41044,553.49787,0.93792,748.68852,0.22757,0.00016,5.19884,203.39472,7.08,8.08,2.14313,NA,325.12055,6.58598,385.52294,13.44574,NA,659.19709,10.16216,0.60062,480.53262,0.00105,NA,6.61815,12.42539,NA,3.96970,0.00748,62.18969
