FundingSource,ID,Crop_ICP_Run,Latitude,Longitude,Altitude,LocationPrecision,SamplingStart,SamplingEnd,Crop,GrainSource,Site,Ag_grain,Al_grain,As_grain,B_grain,Ba_grain,Be_grain,Ca_grain,Cd_grain,Co_grain,Cr_grain,Cs_grain,Cu_grain,Fe_grain,K_grain,Li_grain,Mg_grain,Mn_grain,Mo_grain,Ni_grain,P_grain,Pb_grain,Rb_grain,S_grain,Se_grain,Sr_grain,Tl_grain,U_grain,V_grain,Zn_grain,Al_Oxa,Al_Sol_Ca,Al_Tot_Aqu,As _Tot_Aqu,Ba_Sol_Ca,C_inorg,C_org,C_tot,Ca_CEC,Ca_Tot_Aqu,Cd _Tot_Aqu,Cd_DTPA,Cd_Sol_Ca,Co_CaCl,Co_DTPA,Co_Sol_Ca,Co_Tot_Aqu,Cr_Tot_Aqu,Cu_CaCl,Cu_DTPA,Cu_Sol_Ca,Cu_Tot_Aqu,eCEC,Fe_CaCl,Fe_DTPA,Fe_Oxa,Fe_Sol_Ca,Fe_Tot_Aqu,K_CaCl,K_CEC,K_Sol_Ca,K_Tot_Aqu,Mg_CaCl,Mg_CEC,Mg_Sol_Ca,Mg_Tot_Aqu,Mn_CaCl,Mn_DTPA,Mn_Oxa,Mn_Sol_Ca,Mn_Tot_Aqu,Mo_CaCl,Mo_Sol_Ca,Mo_Tot_Aqu,N_tot,Na_CaCl,Na_CEC,Na_Sol_Ca,Na_Tot_Aqu,Ni _Tot_Aqu,Ni_CaCl,Ni_DTPA,Ni_Sol_Ca,NOPC,P_CaCl,P_Olsen,P_Oxa,P_Sol_Ca,P_Tot_Aqu,Pb_DTPA,Pb_Sol_Ca,Pb_Tot_Aqu,PBI,pH_CaNO,pH_w,S_Ads_Seq,S_CaCl,S_Org_Seq,S_Sol_Seq,S_Tot_Aqu,Se_Ads_Seq,Se_CaCl,Se_Org_Seq,Se_Sol_Seq,Se_Tot_Aqu,Ti _Tot_Aqu,U_Sol_Ca,Zn_CaCl,Zn_DTPA,Zn_E,Zn_FIA,Zn_LogKd,Zn_Sol_Ca,Zn_Tot_Aqu
BMGF,ETH1399,4,12.5234877355745,38.1639869001963,1812.64951,4,15/01/2019,15/01/2019,Teff,Store,Main,0.00195,517.22237,0.03322,-0.51479,12.89266,0.01075,1628.77621,0.00658,0.69507,1.86189,0.01020,5.74450,580.49502,5401.02002,0.29406,2249.05306,73.41636,0.36921,2.08884,4748.64087,1.24498,3.76656,2418.48691,0.17031,9.27365,-0.00017,0.00332,1.76018,43.51839,2390.15595,0.00920,72055.88685,0.40932,3.15551,0.00000,1.26700,1.26700,18.15629,7581.41421,0.08593,0.00576,0.00006,NM,0.16000,0.00000,47.97000,51.70000,NM,3.41000,0.01000,135.18000,30.03000,NM,14.48000,3601.51000,0.01000,99786.90000,NM,0.37000,68.42000,2812.66000,NM,9.19000,488.90000,9799.10000,NM,14.97000,767.96000,0.00000,1453.44000,NM,0.00028,0.02368,0.12220,NM,0.13256,29.04124,928.89098,75.84691,NM,0.44613,0.00991,NM,NM,10.40288,303.17557,0.13239,215.14251,0.04914,0.00010,3.25081,93.59697,6.29000,6.82000,0.12908,NM,174.64237,4.98509,120.28392,1.55184,NM,422.76183,3.21224,0.30543,1534.70296,0.00001,NM,0.60924,6.35866,NM,3.59467,0.01136,97.47269
BMGF,ETH1400,4,12.5333463594290,38.2049443039897,1822.31238,4,15/01/2019,15/01/2019,Teff,Field stack,Main,0.00248,336.24127,0.01245,0.91176,12.27207,0.04507,1460.21915,0.00061,0.41835,1.42509,0.00448,5.87621,360.82603,5308.74432,0.02650,2268.64228,57.23985,0.40105,1.71410,4664.71746,0.02343,3.92078,2393.66625,0.12358,12.32466,-0.00067,0.00198,1.06407,31.30974,3040.05505,0.06332,30033.29790,1.89793,0.96474,0.00000,1.13900,1.13900,8.51906,2111.22422,0.04776,0.00839,0.00008,NM,0.14000,0.00000,13.14000,54.44000,NM,1.14000,0.01000,28.69000,9.71000,NM,7.28000,2615.66000,0.09000,41274.13000,NM,0.75000,237.40000,6359.95000,NM,1.36000,107.78000,2841.75000,NM,33.12000,897.73000,0.02000,945.72000,NM,0.00041,0.39634,0.11980,NM,0.04070,5.92208,79.81279,35.19274,NM,0.44538,0.00682,NM,NM,3.68940,249.45890,0.04681,258.35280,0.14790,0.00021,10.11049,81.79703,6.56000,6.91000,2.40786,NM,145.15172,4.26358,152.15188,11.78953,NM,462.56988,3.06415,0.45621,455.86379,0.00004,NM,0.39000,3.97499,NM,3.87666,0.00234,22.34249
BMGF,ETH1402,4,12.1443175487082,38.0445913250055,2130.25338,4,15/01/2019,15/01/2019,Teff,Store,Close pair,0.00482,5146.50321,0.34910,3.05895,27.95997,0.11405,2299.12989,0.01336,2.47850,16.96574,0.13837,10.02090,4987.41845,4420.00509,1.11201,2717.49790,138.21612,0.97209,10.07422,4146.02960,1.04807,4.37956,1756.55583,0.02010,12.17287,0.00992,0.04233,13.28046,39.95335,1976.33566,0.03011,66953.09563,1.16935,4.98363,0.00630,0.42700,0.43330,33.18790,9435.26371,0.11107,0.01350,0.00014,NM,0.04000,0.00000,23.22000,65.19000,NM,1.79000,0.01000,49.35000,43.04000,NM,8.30000,2128.78000,0.02000,78190.40000,NM,0.58000,93.96000,5047.45000,NM,7.95000,323.80000,12166.55000,NM,20.68000,677.07000,0.00000,1029.26000,NM,0.00019,0.03497,0.04210,NM,0.11843,20.26342,227.29232,54.77479,NM,0.90840,0.02724,NM,NM,2.53346,332.07563,0.04091,378.74649,0.16399,0.00017,7.54819,98.24557,6.58000,7.23000,0.01820,NM,25.80504,2.18827,43.66495,0.09715,NM,23.83886,0.34796,0.32771,999.11780,0.00004,NM,0.24792,9.04349,NM,3.78188,0.01055,107.76099
BMGF,ETH1403,4,12.1442607891999,38.0431634047452,2140.24102,4,15/01/2019,15/01/2019,Maize,Store,Close pair,-0.00106,2.49024,0.00197,-0.11920,0.17581,-0.00022,57.61593,0.00416,0.00957,0.06909,-0.00052,2.11500,22.89161,4928.03996,0.04707,1414.43194,5.11311,0.56246,0.12308,3931.65415,0.59978,0.69345,1864.54448,0.00389,0.20436,-0.00130,-0.00045,0.05406,24.72816,2409.34282,0.03017,61713.13914,1.64829,7.44322,0.00000,3.36100,3.36100,20.56677,7355.26664,0.11540,0.02779,0.00022,NM,0.22000,0.00000,34.43000,47.75000,NM,1.92000,0.02000,52.67000,30.06000,NM,44.74000,6227.80000,0.03000,87248.09000,NM,2.73000,572.09000,5330.32000,NM,6.59000,381.24000,8738.52000,NM,45.49000,908.18000,0.01000,1365.36000,NM,0.00372,0.48400,0.32120,NM,0.09181,14.94156,210.26668,36.43343,NM,0.97505,0.01675,NM,NM,137.65880,1432.84136,12.95315,1743.39100,0.10118,0.00012,5.80339,200.22234,6.17000,6.78000,3.05852,NM,427.09254,14.42884,379.35001,4.07496,NM,432.64983,4.70720,0.44954,2834.68572,0.00002,NM,4.36374,15.60374,NM,3.61430,0.02872,127.14707
BMGF,ETH1404,4,12.1177902402115,37.8568045433828,2027.11521,4,15/01/2019,15/01/2019,Teff,Field stack,Main,0.00153,208.91903,0.02439,-1.18550,28.12394,0.00990,1731.27707,0.00058,0.31438,1.15623,0.00160,4.79609,264.19203,3943.59577,0.01602,2210.92923,132.04848,0.38918,0.81863,4658.50353,0.04099,3.73294,1943.18210,0.08620,15.58617,-0.00082,0.00099,0.60440,30.33445,3036.58119,0.01331,95698.35275,0.28498,57.29109,0.00000,0.56870,0.56870,15.38505,3645.27092,0.05987,0.00411,0.00013,NM,0.49000,0.00000,62.56000,6.37000,NM,0.30000,0.01000,18.39000,27.96000,NM,18.77000,5861.78000,0.01000,134905.25000,NM,0.17000,30.95000,709.75000,NM,9.39000,479.57000,10357.93000,NM,48.66000,849.74000,0.05000,1546.33000,NM,0.00011,0.02144,0.05460,NM,0.09230,14.65946,212.46771,21.05938,NM,0.07531,0.00685,NM,NM,7.53312,476.26774,0.03675,296.24552,0.05320,0.00014,3.55697,215.49981,5.84000,6.45000,3.31344,NM,84.27051,2.84299,56.54890,2.22267,NM,162.79059,0.54553,0.38060,1549.86273,0.00001,NM,0.65254,14.10929,NM,3.43652,0.03835,190.90544
BMGF,ETH1405,4,9.5187805746835,38.2277913481260,2543.20998,4,12/01/2019,12/01/2019,Teff,Field stack,Main,0.00005,46.46681,0.00770,-0.34625,26.60401,0.00018,1666.59285,0.00910,0.06016,0.45254,0.00202,6.50535,94.23053,3915.13613,-0.00464,1891.62841,276.34069,0.09278,4.08430,4067.17480,0.01792,5.60167,2274.46627,0.04054,5.86141,0.00025,0.00101,0.15781,32.61220,3359.73810,0.27910,67923.82360,6.72458,9.04582,0.00000,1.90100,1.90100,7.44583,1830.63372,0.08123,0.01465,0.00292,NM,0.52000,0.01000,44.57000,140.38000,NM,2.93000,0.01000,48.45000,12.52000,NM,78.76000,14281.90000,0.01000,92573.20000,NM,1.15000,310.12000,5906.44000,NM,2.43000,189.92000,3542.68000,NM,101.69000,1634.27000,14.07000,2005.98000,NM,0.00008,1.09203,0.18960,NM,0.05208,6.52531,94.33704,73.84348,NM,1.23231,0.26042,NM,NM,22.63561,690.16654,0.09216,1455.92033,0.21021,0.00015,19.42737,263.35708,4.93000,5.46000,12.28010,NM,172.61149,4.52304,247.60130,7.89288,NM,895.89686,1.82045,0.89568,1841.17471,0.00007,NM,1.92681,5.25955,NM,2.22145,0.23752,120.03676
BMGF,ETH1407,4,9.4093965504890,38.3323486207317,2593.12075,4,12/01/2019,13/01/2019,Teff,Field stack,Main,0.00158,25.25941,0.01176,0.91628,21.24288,-0.01222,1733.42426,0.01278,0.26664,0.24972,0.00446,6.61131,67.13581,4131.96043,0.01716,1957.87547,404.19016,0.04360,2.35142,4253.79260,0.01349,12.12706,2448.41845,0.03562,7.75729,0.00093,-0.00011,0.10042,28.02862,4051.60372,0.52700,61320.31333,3.29105,29.78495,0.00000,2.79300,2.79300,22.34170,5667.57013,0.09683,0.01526,0.00263,NM,1.11000,0.01000,55.86000,67.34000,NM,1.76000,0.01000,32.25000,33.73000,NM,89.92000,16940.61000,0.02000,73407.14000,NM,0.37000,61.21000,3538.12000,NM,7.28000,350.21000,5262.78000,NM,159.17000,1665.52000,19.03000,2034.27000,NM,0.00007,0.27620,0.27570,NM,0.11761,19.92026,151.38914,53.69570,NM,2.02838,0.46992,NM,NM,12.86215,351.99108,0.06388,605.58910,0.12487,0.00020,14.96521,414.18207,4.87000,5.38000,16.06314,NM,129.33928,5.11547,265.10721,6.95979,NM,515.49841,2.03595,0.70411,1738.83933,0.00004,NM,0.91581,3.40916,NM,2.17513,0.16674,91.83795
BMGF,ETH1408,4,9.3508582091606,38.3587416619610,2685.93798,4,12/01/2019,12/01/2019,Teff,Field stack,Main,0.00086,23.96050,0.00488,-0.60610,21.77377,-0.01250,1698.87326,0.00227,0.05437,0.20349,0.00417,7.04600,57.86593,4404.00760,0.01749,1946.24546,247.20567,0.03528,4.00923,3633.13349,0.01047,14.47867,2771.00746,0.01805,6.25542,-0.00030,-0.00005,0.09064,33.85767,6487.97377,2.49723,61727.40156,2.51004,11.87926,0.00000,4.89600,4.89600,13.86705,3630.44329,0.10904,0.01285,0.00342,NM,0.61000,0.37000,33.16000,69.49000,NM,1.23000,0.01000,39.74000,21.97000,NM,123.79000,19473.00000,0.06000,75187.64000,NM,0.18000,34.55000,3886.36000,NM,4.34000,274.63000,4416.24000,NM,64.11000,1096.94000,66.77000,1416.17000,NM,0.00007,0.25330,0.49200,NM,0.09604,16.58483,146.20125,55.63969,NM,1.51387,0.34630,NM,NM,4.19178,392.50368,0.10024,657.51507,0.16613,0.00038,14.50301,737.64078,4.64000,5.09000,15.10231,NM,285.08843,5.70176,451.11402,7.13662,NM,768.83661,2.89560,0.64753,1615.24727,0.00007,NM,1.67390,8.15798,NM,2.03527,0.55877,106.87741
BMGF,ETH1409,4,9.2784857204622,38.4157801599498,2864.75636,4,12/01/2019,15/01/2019,Barley,Field stack,Main,-0.00031,40.50769,0.00376,-1.31737,8.09072,-0.00076,425.61713,0.00074,0.03269,0.66785,0.00127,6.36288,81.67817,4150.42456,0.02702,1239.13706,14.14793,0.01564,0.52808,2813.70038,0.05305,4.49182,1846.80428,0.00580,2.67594,-0.00103,0.00019,0.18249,28.72731,2549.65767,3.97028,58469.77814,3.98927,18.59236,0.00000,2.40000,2.40000,6.61445,10559.20252,0.13108,0.02211,0.01217,NM,1.05000,0.52000,28.58000,64.94000,NM,3.40000,0.01000,27.76000,12.75000,NM,51.06000,4913.10000,0.02000,61153.61000,NM,0.30000,88.97000,6923.23000,NM,1.79000,142.09000,7638.06000,NM,159.50000,1340.96000,133.71000,1731.83000,NM,0.00013,0.19754,0.17000,NM,0.05453,7.30916,137.62126,76.47039,NM,1.01482,0.44226,NM,NM,6.81730,184.58797,0.02767,243.12034,0.10013,0.00017,16.87598,490.98242,4.48000,4.88000,1.16823,NM,312.20113,25.09315,134.51199,1.03229,NM,1106.80259,5.68493,0.49793,1054.32018,0.00010,NM,1.33418,3.94976,NM,1.58242,0.62860,104.37114
BMGF,ETH1410,4,9.3713058605425,38.5010530993533,2757.21658,4,13/01/2019,13/01/2019,Wheat,Field stack,Main,0.00134,4.93766,0.00024,-0.08518,4.22930,-0.01235,386.71023,0.00679,0.01079,0.06625,-0.00015,6.31849,35.54901,5384.02076,0.04078,1385.23046,51.39418,0.01692,0.56089,4038.16169,-0.00304,3.40746,2193.78490,0.00250,2.77546,-0.00117,-0.00033,0.02952,37.34619,3282.24627,0.52405,70234.60351,1.87630,24.85640,0.00000,2.68800,2.68800,15.81784,3661.11955,0.10508,0.01932,0.00454,NM,1.05000,0.03000,49.24000,72.17000,NM,2.67000,0.01000,41.76000,24.19000,NM,66.63000,13076.10000,0.01000,91759.55000,NM,0.25000,47.17000,2927.34000,NM,5.81000,328.79000,3998.42000,NM,155.71000,1315.49000,31.72000,1794.70000,NM,0.00008,0.16581,0.23880,NM,0.06459,8.53274,138.37510,54.51626,NM,1.57833,0.35095,NM,NM,4.47859,199.85838,0.03965,494.39422,0.09713,0.00020,11.93049,316.24905,4.84000,5.35000,11.95387,NM,184.13921,3.67724,287.09864,4.74183,NM,406.64555,0.85064,0.50890,1948.49815,0.00004,NM,1.72111,4.67722,NM,2.12174,0.25920,109.26027
BMGF,ETH1411,4,8.9429935549376,38.4804851622260,2215.06898,4,13/01/2019,13/01/2019,Teff,Field stack,Main,0.00386,230.08576,0.05573,0.22479,13.59806,0.00031,1453.53792,0.00474,0.12804,1.17380,0.01000,7.88867,303.31075,5599.33277,0.07377,2033.37731,69.22531,0.24404,2.19129,4209.20329,0.08473,3.48560,2425.40923,0.05785,4.64275,0.00004,0.00259,0.59861,36.06321,2206.82018,0.03612,56883.80414,4.30100,8.17446,0.00000,1.20700,1.20700,21.19952,5093.89980,0.13690,0.01828,0.00019,NM,0.18000,0.00000,30.68000,73.25000,NM,2.34000,0.01000,27.94000,29.89000,NM,32.91000,6725.85000,0.02000,61711.25000,NM,0.74000,136.43000,5905.05000,NM,6.43000,318.42000,4898.73000,NM,66.44000,1769.74000,0.06000,2018.68000,NM,0.00050,0.20481,0.09970,NM,0.22712,42.49458,172.69403,72.06139,NM,2.42101,0.06665,NM,NM,6.02293,92.85102,0.03729,149.84066,0.42608,0.00021,24.07167,201.49595,6.22000,6.62000,1.92815,NM,86.98737,4.76205,114.77239,5.17092,NM,378.65310,1.80947,0.80248,1005.89083,0.00006,NM,0.85535,15.21810,NM,3.78578,0.01741,105.50680
BMGF,ETH1412,4,8.9987256242685,38.5129781426830,2219.44687,4,13/01/2019,13/01/2019,Teff,Field stack,Main,0.00473,139.99375,0.01741,0.79451,29.82124,-0.00070,1556.68118,0.00573,0.08620,0.63078,0.00313,7.56709,177.71727,3968.60163,0.03913,1780.31516,146.14899,0.13401,2.40742,3552.18051,0.03628,3.63348,2780.86848,0.04751,7.57088,-0.00042,0.00260,0.31181,41.19835,2719.16399,2.78890,82139.96910,2.01457,34.87709,0.00000,2.00100,2.00100,7.18308,1807.08084,0.11952,0.02543,0.01292,NM,0.57000,0.18000,19.39000,54.56000,NM,1.58000,0.01000,20.66000,12.88000,NM,71.89000,12890.37000,0.04000,76639.63000,NM,0.53000,142.21000,3604.00000,NM,2.44000,180.92000,2845.84000,NM,193.06000,1582.96000,133.21000,2266.75000,NM,0.00010,0.14731,0.17730,NM,0.05369,6.95698,126.99393,43.62430,NM,1.52564,0.64774,NM,NM,13.63432,389.86265,0.07032,584.85805,0.09748,0.00021,17.13447,272.29411,4.60000,4.89000,25.82897,NM,219.67164,7.39098,267.39297,4.87842,NM,633.19123,1.10414,0.52410,2219.38291,0.00014,NM,2.67216,6.84295,NM,1.59739,1.09562,135.17925
BMGF,ETH1413,4,7.9221673766459,37.2657179535364,1863.66753,4,22/01/2019,22/01/2019,Maize,Field stack,Close pair,-0.00106,16.95914,0.00500,-1.51130,0.46659,-0.00094,66.02484,-0.00144,0.01068,0.19991,0.00049,1.66143,33.81759,3804.53935,0.00509,999.85094,6.85979,0.21717,0.80783,2795.37125,0.00626,5.68085,1674.40957,0.00492,0.27296,-0.00126,0.00015,0.06213,21.24261,2926.45817,0.03075,47903.59959,3.85792,5.57683,0.00000,3.46600,3.46600,13.17432,3290.62834,0.23727,0.03253,0.00012,NM,0.51000,0.00000,33.20000,84.01000,NM,1.85000,0.01000,21.78000,19.56000,NM,59.41000,15255.57000,0.03000,79547.59000,NM,2.52000,750.14000,4447.36000,NM,3.30000,218.67000,2272.28000,NM,167.60000,3613.74000,0.03000,4324.90000,NM,0.00051,1.39211,0.27110,NM,0.06983,10.52460,98.48063,40.09325,NM,2.13421,0.01947,NM,NM,14.51034,332.95702,0.17709,379.45471,0.32528,0.00008,27.85298,206.71475,5.92000,6.64000,4.23457,NM,334.02864,10.18355,219.79410,12.37871,NM,1201.00716,7.85970,0.95661,2429.40695,0.00016,NM,7.21837,16.10922,NM,3.58456,0.02791,106.47887
BMGF,ETH1414,4,7.8805154011947,37.2299587619520,1829.49486,4,22/01/2019,22/01/2019,Maize,Field stack,Main,-0.00113,7.10085,0.00056,-0.69698,0.34815,0.01162,57.72312,-0.00107,0.00783,0.05488,0.00007,1.03817,19.07162,2816.60954,-0.01660,697.70315,4.29556,0.12218,1.17525,1817.39069,0.00087,5.06120,1552.87199,0.01462,0.31370,-0.00139,-0.00023,0.05513,15.76781,1685.54731,0.33746,30730.47308,2.00104,10.45462,0.00000,1.87200,1.87200,6.94641,1737.20650,0.21250,0.03296,0.00524,NM,0.67000,0.01000,23.66000,59.63000,NM,1.69000,0.01000,13.01000,10.76000,NM,72.64000,11714.65000,0.02000,56976.48000,NM,0.68000,211.80000,2599.57000,NM,2.22000,184.20000,1806.49000,NM,238.66000,2364.37000,54.15000,2901.68000,NM,0.00008,0.75406,0.15720,NM,0.04218,5.60201,83.99441,24.43502,NM,1.95178,0.35278,NM,NM,6.13899,251.48409,0.11720,246.17500,0.22871,0.00031,24.56047,154.34857,4.91000,5.63000,5.32215,NM,187.72428,7.26639,144.78188,8.36440,NM,872.63458,3.70908,0.66185,2460.91605,0.00013,NM,2.53217,4.31192,NM,1.86246,0.42627,76.49489
BMGF,ETH1415,3,9.6569173701557,39.4841476268527,2799.73787,4,18/01/2019,23/01/2019,Wheat,Field stack,Main,0.01527,44.56351,0.00406,-3.33487,8.47096,-0.01488,485.38115,0.00370,0.05085,0.71453,0.00037,4.49006,96.56268,4608.20218,-0.04830,1262.52343,33.60727,0.21673,0.93090,2656.50757,-0.00321,4.79991,1529.37003,0.02239,1.90616,-0.00123,-0.00046,0.37611,27.57593,3709.67371,0.03756,69695.78604,3.89890,5.84514,0.00000,1.55200,1.55200,29.73716,8119.07728,0.22255,0.02308,0.00016,NM,0.13000,0.00000,40.33000,81.06000,NM,1.79000,0.01000,36.35000,36.98000,NM,25.30000,8898.31000,0.02000,77642.37000,NM,0.32000,54.96000,5213.85000,NM,4.67000,217.14000,6017.72000,NM,37.02000,2595.18000,0.05000,3077.77000,NM,0.00028,0.12495,0.16190,NM,0.06380,9.26578,158.86857,71.69642,NM,1.81200,0.02447,NM,NM,14.88000,169.48789,0.16064,425.92684,0.23012,0.00010,18.73870,245.29634,6.15000,6.69000,0.03980,NM,193.76819,3.82497,125.12001,0.82784,NM,373.33406,1.26722,0.58370,1710.97275,0.00005,NM,0.98766,15.54144,NM,3.88600,0.00897,117.50286
BMGF,ETH1416,3,9.6282957101572,39.7433888604385,3031.62253,4,19/01/2019,23/01/2019,Barley,Field stack,Close pair,0.00883,10.56248,0.00613,-2.80765,7.66763,-0.00468,458.97783,-0.00372,0.01486,0.46275,-0.00176,4.39106,35.89918,5800.61027,-0.05410,1371.84822,11.01039,0.09086,-0.01931,4025.04281,0.00078,3.41085,1535.53474,-0.00406,3.43681,-0.00139,-0.00150,0.25238,24.26962,4080.22812,0.04467,75128.67879,1.27441,34.26551,0.00000,2.88200,2.88200,19.86759,6595.12001,0.19364,0.04901,0.00055,NM,0.50000,0.00000,33.52000,29.09000,NM,0.79000,0.01000,17.18000,27.63000,NM,74.93000,11315.03000,0.03000,95803.50000,NM,1.90000,438.42000,3341.75000,NM,5.04000,277.73000,6675.70000,NM,141.69000,1426.85000,0.05000,2238.07000,NM,0.00055,0.13340,0.29670,NM,0.07128,8.71954,156.76307,35.83010,NM,0.57961,0.01141,NM,NM,68.58007,1338.64312,1.46155,1215.78317,0.08869,0.00012,8.68325,233.06356,5.76000,6.16000,7.09474,NM,565.16185,18.87432,325.37084,4.16718,NM,481.55248,3.68875,0.36636,4398.40036,0.00004,NM,4.12803,19.02308,NM,3.38642,0.04314,140.67874
BMGF,ETH1417,3,9.6283030611713,39.7421846583613,3047.82601,4,19/01/2019,23/01/2019,Barley,Field stack,Close pair,0.00196,27.92429,-0.00099,-3.78753,9.15927,-0.00477,460.74188,-0.00076,0.02437,0.68357,0.00029,4.76014,55.59293,5584.25145,-0.11202,1360.61734,12.35538,0.03561,0.11376,3462.69429,0.00355,8.15323,1503.96415,-0.00763,3.32267,-0.00129,-0.00103,0.28517,28.24697,3309.68010,0.02482,91318.68843,0.88792,65.92169,0.00000,1.97400,1.97400,16.14634,6257.80776,0.18611,0.03971,0.00069,NM,0.41000,0.00000,30.02000,19.35000,NM,0.83000,0.01000,14.31000,24.19000,NM,77.53000,10314.70000,0.02000,101110.75000,NM,0.69000,165.78000,2207.19000,NM,5.81000,333.07000,5752.02000,NM,119.90000,1159.91000,0.08000,1971.46000,NM,0.00026,0.07914,0.20290,NM,0.06724,7.93892,140.82116,27.58102,NM,0.47482,0.01253,NM,NM,61.56315,1673.39700,0.87041,1520.74418,0.07814,0.00012,7.28748,254.03175,5.58000,6.17000,3.72084,NM,372.26202,5.92174,208.20574,2.06477,NM,230.58956,1.33586,0.37362,4011.23769,0.00002,NM,3.17219,17.55517,NM,3.19581,0.06480,148.93431
BMGF,ETH1418,3,9.6586400992286,39.5696122446170,2832.32775,4,19/01/2019,23/01/2019,Barley,Field stack,Main,-0.00537,20.36359,0.00172,-2.88096,2.63673,0.04007,414.69665,-0.00403,0.05519,0.59309,-0.00102,3.69672,58.58411,4844.44670,-0.03779,1063.86493,18.83508,0.01806,0.26019,2474.99481,0.00366,5.11862,1319.48453,-0.00558,1.90033,-0.00135,-0.00081,0.26982,20.76568,2763.18833,0.11910,45889.51546,3.03163,8.81683,0.00000,2.38100,2.38100,11.53171,3161.34664,0.16249,0.03199,0.00140,NM,0.29000,0.00000,14.38000,46.32000,NM,1.61000,0.01000,22.50000,16.25000,NM,132.15000,8799.86000,0.02000,46269.48000,NM,0.50000,134.42000,3450.41000,NM,3.24000,223.07000,3810.61000,NM,78.52000,845.49000,0.52000,1129.28000,NM,0.00013,0.50865,0.23710,NM,0.10578,19.70253,173.57714,38.95919,NM,1.28296,0.06209,NM,NM,17.35656,457.59563,0.18543,500.94433,0.35276,0.00014,15.96217,196.62111,5.19000,5.80000,4.25556,NM,359.12226,5.59751,230.48768,4.22947,NM,430.27164,1.66183,0.54514,2242.83982,0.00004,NM,3.37451,10.12387,NM,2.60079,0.14914,119.51407
BMGF,ETH1419,3,9.6106499594598,39.4860167171198,2881.95199,4,20/01/2019,20/01/2019,Barley,Store,Main,-0.00622,107.56704,0.01107,-4.21158,3.25919,0.01633,411.57348,-0.00370,0.13683,1.16141,0.00163,3.93687,225.35161,5218.53742,-0.11826,1307.25156,17.91042,0.16701,0.46995,3339.25285,0.01682,6.00844,1344.83423,0.00287,2.19068,-0.00109,0.00060,0.60912,24.04103,5027.63729,0.03991,63466.28496,3.77485,7.63706,0.00000,3.24700,3.24700,15.03293,5923.78446,0.24690,0.04829,0.00050,NM,0.29000,0.00000,40.07000,72.49000,NM,2.13000,0.01000,37.72000,22.11000,NM,128.46000,21640.79000,0.03000,106219.73000,NM,1.82000,439.20000,6923.20000,NM,3.97000,254.02000,7649.94000,NM,74.01000,1759.09000,0.08000,2610.94000,NM,0.00048,0.63487,0.30330,NM,0.08674,14.35965,164.45654,63.60153,NM,1.42693,0.02497,NM,NM,91.77719,2304.87894,1.75172,2335.61151,0.10172,0.00010,13.92211,262.30201,5.61000,6.17000,4.52336,NM,510.66340,9.80618,318.96889,3.83620,NM,626.21751,2.64234,0.47938,5859.41471,0.00002,NM,3.80416,16.03630,NM,3.38966,0.03613,184.57227
BMGF,ETH1420,3,9.5535928653681,39.6163959453227,2937.99698,4,20/01/2019,23/01/2019,Barley,Store,Main,-0.00663,77.86599,0.01569,-2.72478,4.59053,-0.00449,446.31402,-0.00266,0.06703,1.40444,0.00237,3.76308,110.43970,6009.63487,-0.07662,1489.21994,24.23202,0.03926,0.76396,3971.93878,0.02942,6.81949,1561.22467,0.00757,2.24469,-0.00087,0.00085,0.46250,21.07925,3127.63347,0.36399,41403.42468,4.16668,9.63240,0.00000,1.75300,1.75300,9.62632,2755.75462,0.17059,0.04158,0.00295,NM,0.52000,0.00000,30.07000,58.18000,NM,1.54000,0.01000,23.20000,13.65000,NM,73.78000,10580.41000,0.02000,55578.32000,NM,0.29000,89.72000,2863.06000,NM,2.90000,216.49000,3564.89000,NM,161.77000,1788.57000,2.34000,2214.96000,NM,0.00008,0.78861,0.19740,NM,0.10674,21.42360,153.81662,43.14345,NM,1.86540,0.14173,NM,NM,20.96821,352.66533,0.23557,573.31784,0.19040,0.00016,13.71580,187.45494,4.95000,5.60000,4.47750,NM,307.64747,4.11450,195.47854,5.34481,NM,687.64812,1.80186,0.61398,2118.15511,0.00005,NM,2.64611,7.15207,NM,2.40366,0.16647,92.37488
